"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","The company's vision is very clear.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I can summarize the company's vision to someone I meet.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I feel inspired by the company's vision.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leaders are passionate about the company's vision.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leaders are guided by the company's vision.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I have confidence in the company's strategy.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I know what my company wants to achieve in the next year.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","This company knows how to get the results it is looking for.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","We know what our next step is for improving our capabilities.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leadership effectively connects my work to the company goals.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I have a great deal of confidence in the leadership of this company.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Company leaders impact the attitude and culture of the entire company.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","The leadership of this company is fantastic in comparison to the leadership of other organizations I've been involved with.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","Leaders find the time to get to know the employees.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","I have confidence in the decision making of company leaders.:Please indicate the extent to which you agree/disagree with the statements about the organization’s vision, strategy, and leadership.  ","We deal with the same problems again and again.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","Company changes usually have a positive impact on me.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","People look to pass the blame when something goes wrong.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","If an issue arises, people mostly remain calm and focused.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We use feedback from customers to improve our services.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I have real time access to business data.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","My team uses performance measures (i.e. key performance indicators).:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We are recognized for our successes.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We have a clear sense at all times whether or not we're meeting our objectives.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","We are held accountable for our performance.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I often use ""workarounds"" instead of the company's established systems.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","It often takes too long to get the information I need.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","Oftentimes, I have to take care of things that shouldn't be my responsibility.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I know who to go to when I have concerns about our systems/processes.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","I follow the company's standardized procedures.:Please indicate the extent to which you agree/disagree with the statements about the organization’s adaptability, performance, and systems.","Our team consistently meets our goals.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Our team collaborates well.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Our skills complement each other well.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","There's a real sense that I am part of a team.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Our company has a spirit of teamwork and cooperation.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","My company does a good job of hiring the right people for the right jobs.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I am confident my performance affects my compensation.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I get along well with my supervisor.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Performance reviews are a waste of time.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","Based on my experience, the company does a great job of acclimating new employees.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I get helpful feedback from my supervisor on a regular basis.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I am consistently improving at my job.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","People here are always willing to help me learn.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","The company invests in employees learning new skills.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","I have grown professionally during my time with this company.:Please indicate the extent to which you agree/disagree with the statements about the organization’s teamwork, talent, and development.","My job role is always extremely clear.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I am very frequently overwhelmed at work.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","My job is a great fit for my skills and strengths.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I embrace the company's core values.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I look forward to going to work.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I believe in the products or services we provide.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I respond to customer needs as quickly as possible.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I build great relationships with my customers.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I'm disappointed if I don't meet my customers' expectations.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I seek feedback from customers to improve our products or services.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","My opinions are heard and valued.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I am confident that leadership understands what I do.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I am very comfortable letting my supervisor know when I've made a mistake.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I trust my supervisor has my best interest in mind.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","I feel micromanaged.:Please indicate the extent to which you agree/disagree with the statements about the organization’s fit, customer, and climate.","People in my organization express genuine gratitude toward one another.:Please indicate the extent to which you agree/disagree with the following statements.","I practice mindfulness by staying in the present moment while doing my work.:Please indicate the extent to which you agree/disagree with the following statements.","People I work with generally feel optimistic about the organization's future.:Please indicate the extent to which you agree/disagree with the following statements.","People that I work with care about my happiness and well-being.:Please indicate the extent to which you agree/disagree with the following statements.","I feel inspired every day to do my best work.:Please indicate the extent to which you agree/disagree with the following statements.","Taking everything into consideration, I am satisfied with my job as a whole.:Please indicate the extent to which you agree/disagree with the following statements.","I am willing to put in a great deal of effort beyond what is normally expected in order to help the organization.:Please indicate the extent to which you agree/disagree with the following statements.","On a scale from 0-10, how likely are you to recommend your organization (as a place to work) to a friend or colleague? (0=extremely not likely, 10=extremely likely)  ","Please describe a single change that will have the greatest positive impact on the organization.  ","Please describe your best day at Inscription Capital.  ","1.:Please write at up to 5 Characteristic statements in the spaces provided below.  Characteristics: The central attributes of our organization; what makes our organization distinctive and therefore unique from other organizations; and what is perceived by our employees to be enduring or continuing, regardless of objective changes in the organizational environment.     Examples of Characteristics: innovative, competitive, industry leader, customer centered, unique solutions, flexibility, responsiveness and holistic services.    ","2.:Please write at up to 5 Characteristic statements in the spaces provided below.  Characteristics: The central attributes of our organization; what makes our organization distinctive and therefore unique from other organizations; and what is perceived by our employees to be enduring or continuing, regardless of objective changes in the organizational environment.     Examples of Characteristics: innovative, competitive, industry leader, customer centered, unique solutions, flexibility, responsiveness and holistic services.    ","3.:Please write at up to 5 Characteristic statements in the spaces provided below.  Characteristics: The central attributes of our organization; what makes our organization distinctive and therefore unique from other organizations; and what is perceived by our employees to be enduring or continuing, regardless of objective changes in the organizational environment.     Examples of Characteristics: innovative, competitive, industry leader, customer centered, unique solutions, flexibility, responsiveness and holistic services.    ","4.:Please write at up to 5 Characteristic statements in the spaces provided below.  Characteristics: The central attributes of our organization; what makes our organization distinctive and therefore unique from other organizations; and what is perceived by our employees to be enduring or continuing, regardless of objective changes in the organizational environment.     Examples of Characteristics: innovative, competitive, industry leader, customer centered, unique solutions, flexibility, responsiveness and holistic services.    ","5.:Please write at up to 5 Characteristic statements in the spaces provided below.  Characteristics: The central attributes of our organization; what makes our organization distinctive and therefore unique from other organizations; and what is perceived by our employees to be enduring or continuing, regardless of objective changes in the organizational environment.     Examples of Characteristics: innovative, competitive, industry leader, customer centered, unique solutions, flexibility, responsiveness and holistic services.    ","1.:Please list up to 5 Purpose Statements in the spaces provided below.  Purpose Statements:    A shared sense of purpose is the glue that binds people together in common causes and often links individuals. Purpose statements answer the questions: Why do we exist? What needs do we fill? Why do we do what we do?    Examples of Purpose Statements: provide value to all stakeholders, being a good partner as opposed to just a financing solution, challenge the status quo, develop innovative products and services, offer the most cost effective solutions, offer the most flexible solutions and support our community.  ","2.:Please list up to 5 Purpose Statements in the spaces provided below.  Purpose Statements:    A shared sense of purpose is the glue that binds people together in common causes and often links individuals. Purpose statements answer the questions: Why do we exist? What needs do we fill? Why do we do what we do?    Examples of Purpose Statements: provide value to all stakeholders, being a good partner as opposed to just a financing solution, challenge the status quo, develop innovative products and services, offer the most cost effective solutions, offer the most flexible solutions and support our community.  ","3.:Please list up to 5 Purpose Statements in the spaces provided below.  Purpose Statements:    A shared sense of purpose is the glue that binds people together in common causes and often links individuals. Purpose statements answer the questions: Why do we exist? What needs do we fill? Why do we do what we do?    Examples of Purpose Statements: provide value to all stakeholders, being a good partner as opposed to just a financing solution, challenge the status quo, develop innovative products and services, offer the most cost effective solutions, offer the most flexible solutions and support our community.  ","4.:Please list up to 5 Purpose Statements in the spaces provided below.  Purpose Statements:    A shared sense of purpose is the glue that binds people together in common causes and often links individuals. Purpose statements answer the questions: Why do we exist? What needs do we fill? Why do we do what we do?    Examples of Purpose Statements: provide value to all stakeholders, being a good partner as opposed to just a financing solution, challenge the status quo, develop innovative products and services, offer the most cost effective solutions, offer the most flexible solutions and support our community.  ","5.:Please list up to 5 Purpose Statements in the spaces provided below.  Purpose Statements:    A shared sense of purpose is the glue that binds people together in common causes and often links individuals. Purpose statements answer the questions: Why do we exist? What needs do we fill? Why do we do what we do?    Examples of Purpose Statements: provide value to all stakeholders, being a good partner as opposed to just a financing solution, challenge the status quo, develop innovative products and services, offer the most cost effective solutions, offer the most flexible solutions and support our community.  ","1.:Please list up to 5 Values in the spaces provided below. Values:   Values are beliefs that our organization's members hold in common and result in a shared sense of direction and motivation. They form the foundation on which you perform work and conduct yourselves. Examples of Values: integrity, critical thinking, continuous improvement, creativity, and innovation.  ","2.:Please list up to 5 Values in the spaces provided below. Values:   Values are beliefs that our organization's members hold in common and result in a shared sense of direction and motivation. They form the foundation on which you perform work and conduct yourselves. Examples of Values: integrity, critical thinking, continuous improvement, creativity, and innovation.  ","3.:Please list up to 5 Values in the spaces provided below. Values:   Values are beliefs that our organization's members hold in common and result in a shared sense of direction and motivation. They form the foundation on which you perform work and conduct yourselves. Examples of Values: integrity, critical thinking, continuous improvement, creativity, and innovation.  ","4.:Please list up to 5 Values in the spaces provided below. Values:   Values are beliefs that our organization's members hold in common and result in a shared sense of direction and motivation. They form the foundation on which you perform work and conduct yourselves. Examples of Values: integrity, critical thinking, continuous improvement, creativity, and innovation.  ","5.:Please list up to 5 Values in the spaces provided below. Values:   Values are beliefs that our organization's members hold in common and result in a shared sense of direction and motivation. They form the foundation on which you perform work and conduct yourselves. Examples of Values: integrity, critical thinking, continuous improvement, creativity, and innovation.  ","1.:Please list up to 5 Traditions in the spaces provided below.  Traditions: Traditions are beliefs or behaviors passed down within an organization with symbolic meaning or special significance; traditions make your organization stand apart from other organizations and foster a sense of shared identity.   Examples of Traditions: holiday celebrations, team building activities, annual events.","2.:Please list up to 5 Traditions in the spaces provided below.  Traditions: Traditions are beliefs or behaviors passed down within an organization with symbolic meaning or special significance; traditions make your organization stand apart from other organizations and foster a sense of shared identity.   Examples of Traditions: holiday celebrations, team building activities, annual events.","3.:Please list up to 5 Traditions in the spaces provided below.  Traditions: Traditions are beliefs or behaviors passed down within an organization with symbolic meaning or special significance; traditions make your organization stand apart from other organizations and foster a sense of shared identity.   Examples of Traditions: holiday celebrations, team building activities, annual events.","4.:Please list up to 5 Traditions in the spaces provided below.  Traditions: Traditions are beliefs or behaviors passed down within an organization with symbolic meaning or special significance; traditions make your organization stand apart from other organizations and foster a sense of shared identity.   Examples of Traditions: holiday celebrations, team building activities, annual events.","5.:Please list up to 5 Traditions in the spaces provided below.  Traditions: Traditions are beliefs or behaviors passed down within an organization with symbolic meaning or special significance; traditions make your organization stand apart from other organizations and foster a sense of shared identity.   Examples of Traditions: holiday celebrations, team building activities, annual events."
